gene,pan1wt,pan2wt,pan3ko,pan4ko,pan5ko,pan6ko,pan7wt,pan8wt
1700086P04Rik,2.868,0.858,0.866,0.817,0,0,0.757,0.623
1700088E04Rik,1.434,0.858,0,0,3.214,0,0.757,2.493
1700091H14Rik,0,0,0,0,0,0,0,0
1700092C02Rik,0,0,0,0,0,0,0,0
1700092C10Rik,0,0,0,0,0,0,0,0
1700092C17Rik,0,0,0,0,0,0,0,0
1700092E19Rik,0,0,0,0,0,0,0,0
1700092K14Rik,0,0,0,0,0,0,0,0
1700092M07Rik,0,0,0,0,0,0,0,0
1700093J21Rik,0,0,0,0,0,0,0,0
1700093K21Rik,4.303,1.715,0,0,0,0.725,0,0.623
1700094J05Rik,1.434,0.858,0,0,0,0,0,0
1700094M23Rik,0,0,0,0,0,0,0,0
1700094M24Rik,0,0,0,0,0,0,0,0
1700095A13Rik,0,0,0,0,0,0,0,0
1700095A21Rik,0,0,0,0,0,0,0,0
1700095B10Rik,0,0,0,0,0,0,0,0
1700095J03Rik,0,0,0,0.817,0,0,0,0
1700095J07Rik,0,0,0,0,0,0,0,0
1700095J12Rik,0,0,0,0,0,0,0,0
1700095K22Rik,0,0,0,0,0,0,0,0
1700096J18Rik,0,0,0,0,0,0,0,0
1700096K18Rik,4.303,13.724,5.196,6.536,6.428,2.9,10.598,9.348
1700097M23Rik,0,0,0,0,0,0,0,0
1700097N02Rik,0,0,0,0,0,0,0,0
1700099I09Rik,1.434,0,1.732,0.817,0,0,0,1.87
1700100L14Rik,0,0,0,0,0,0,0,0
1700101I11Rik,1.434,4.289,2.598,2.451,9.643,0.725,1.514,0
1700101I19Rik,0,0,0,0,0,0,0,0
1700101O22Rik,0,0,0,0,0,0,0,0
1700102F20Rik,0,0,0,0,0,0,0,0
1700102P08Rik,7.171,5.146,4.33,7.353,0,4.35,0,2.493
1700104B16Rik,0,0,0,0,0,0,0,0
1700105P06Rik,0,0,0,0,0,0,0,0.623
1700108F19Rik,0,0.858,0,0,0,0,0,0
1700108J01Rik,0,0,0,0,0,0,0,0
1700108N06Rik,0,0,0,0,0,0,0,0
1700108N11Rik,0,0,0,0,0,0,0,0
1700109G14Rik,0,0,0,0,0,0,0,0
1700109G15Rik,0,0,0,0,0,0,0,0
1700109H08Rik,37.29,72.907,40.704,38.399,35.356,34.801,43.906,24.929
1700109I08Rik,0,0,0,0,0,0,0,0
1700109K24Rik,0,0,0,0,0,0,0,0
1700110C19Rik,1.434,0.858,0.866,0.817,3.214,0.725,0,0.623
1700110I01Rik,0,0,0,0,0,0,0,0
1700110I07Rik,0,0,0,0,0,0,0,0
1700110K17Rik,1.434,2.573,1.732,0,0,1.45,2.271,0.623
1700111E14Rik,0,0,0,0,0,0,0,0
1700111N16Rik,0,0,0,0,0,0,0,0
1700112D23Rik,0,0,0,0,0,0,0,0
1700112H15Rik,0,3.431,0,0.817,3.214,2.9,0.757,0
1700112J05Rik,0,0,0,0,0,0,0,0
1700112J16Rik,2.868,1.715,1.732,1.634,0,1.45,0,0
1700112K13Rik,0,0,0,0,0,0,0,0
1700112L15Rik,0,0,0,0,0,0,0,0
1700113A16Rik,1.434,6.004,0.866,0,0,1.45,2.271,1.87
1700113B19Rik,0,0,0,0,0,0,0,0
1700113H08Rik,0,0,0,0,0,0,0,0
1700116B05Rik,0,0,0,0,0,0,0,0
1700119H24Rik,0,0,0,0,0,0,0,0
1700119I11Rik,0,0,0,0,0,0,0,0
1700120B22Rik,0,0,0,0,0,0.725,0,0
1700120C14Rik,1.434,3.431,0.866,0,3.214,0,0,1.246
1700120C18Rik,0,0,0,0,0,0,0,0
1700120E14Rik,0,0,0,0,0,0,0,0
1700120G07Rik,0,0,0,0,0,0,0,0
1700120G11Rik,0,0,0,0,0,0,0,0
1700120K04Rik,0,0,0,0,0,0,0,0
1700120O09Rik,0,0,0,0,0,0,0,0
1700121C08Rik,0,0,0,0,0,0,0,0
1700121L03Rik,0,0,0,0,0,0,0,0
1700121L16Rik,0,0,0,0,0,0,0,0
1700121N20Rik,0,0,0,0,0,0,0,0
1700122D07Rik,0,0,0,0,0,0,0,0
1700122E12Rik,0,0.858,0,0,0,0,0,1.246
1700122H20Rik,0,0,0,0,0,0,0,0
1700122O11Rik,0,0,0,0,0,0,0,0
1700123J17Rik,0,0,0.866,0.817,0,0,0,0.623
1700123K08Rik,0,0,0,0,0,0,0,0
1700123L14Rik,0,0,0,0,0,0,0,0
1700123M08Rik,4.303,6.004,0,1.634,3.214,2.175,2.271,3.739
1700123O12Rik,0,0,0,0,0,0,0,0
1700123O20Rik,126.213,118.367,153.29,169.938,70.712,135.578,101.437,99.717
1700123O21Rik,0,0,0,0.817,0,0,0,0
1700124L16Rik,0,1.715,0,0,0,0,0,0.623
1700125G02Rik,0,0,0,0,0,0,0,0
1700125G22Rik,0,0,0,0,0,0,0,0
1700125H03Rik,0,0,0,0,0,0,0,0
1700125H20Rik,0,0,0,0,0,0,0,0
1700126A01Rik,0,0,0,0,0,0,0,0
1700126G02Rik,0,0,0,0,0,0,0,0
1700126H18Rik,0,0,0,0,0,0,0,0
1700128A07Rik,0,0,0,0,0,0,0,0
1700128E19Rik,0,0,0,0,0,0,0,0
1700128F08Rik,0,0,0,0,0,0,0,0
1700129C05Rik,0,0,0,0,0,0,0,0
1700129L04Rik,0,0,0,0,0,0,0,0
1810006J02Rik,1.434,0,1.732,0,0,0.725,4.542,2.493
1810007C17Rik,0,0,0,0,0,0,0,0
1810007D17Rik,0,0,0,0,0,0,0,0
1810008B01Rik,0,0,0,0.817,0,0,0,0
1810008I18Rik,0,0,0,0.817,0,0,0,0.623
1810009A15Rik,4.303,0,2.598,0,0,5.075,0,2.493
1810009J06Rik,0,0,0,0,0,0,0,0
1810010D01Rik,0,0.858,0.866,0.817,0,0.725,0.757,0.623
1810010H24Rik,0,0.858,0.866,0,0,0.725,0,1.87
1810010K12Rik,0,0,0,0,0,0,0,0
1810011H11Rik,93.226,66.046,120.38,133.173,237.85,269.705,86.298,181.983
1810011O10Rik,27.251,15.439,12.991,12.255,51.427,12.325,25.738,98.47
1810012K08Rik,0,0,0,0,0,0,0,0
1810012K16Rik,0,0,0,0,0,0.725,0,0
1810013D15Rik,0,0,0,0,0,0,0,0
1810013L24Rik,668.357,921.206,876.437,848.873,639.624,586.536,752.454,413.201
1810014B01Rik,12.908,8.577,5.196,10.621,22.499,7.25,8.327,12.465
1810017P11Rik,0,0,0,0,0,0,0,0.623
1810018F18Rik,0,0,0,0,0,0,0,0
1810019D21Rik,1.434,0,0,0,0,0,0,0
1810019N24Rik,0,0,0,0,0,0,0,1.246
1810020O05Rik,0,0,0,0,0,0,0,0
1810021B22Rik,0,1.715,2.598,0.817,0,2.175,2.271,3.116
1810022K09Rik,136.253,129.518,130.773,113.564,115.711,97.152,115.063,81.02
1810024B03Rik,10.04,4.289,1.732,4.902,0,4.35,3.785,4.363
1810026B05Rik,468.997,408.281,470.262,419.126,382.488,331.331,438.301,251.784
1810030O07Rik,271.072,293.345,310.91,327.621,302.134,301.606,344.433,253.031
1810032O08Rik,43.027,20.586,22.517,22.059,19.285,27.551,25.738,24.929
1810034E14Rik,7.171,3.431,6.062,4.085,3.214,4.35,5.299,4.363
1810037I17Rik,123.345,144.957,202.654,188.729,179.995,120.352,133.988,112.181
1810041H14Rik,0,1.715,2.598,0,0,1.45,1.514,0.623
1810041L15Rik,0,0,0,0,0,0,0,0
1810043G02Rik,38.725,49.749,44.168,55.557,19.285,22.475,55.261,48.612
1810044D09Rik,2.868,1.715,0.866,1.634,0,1.45,0,2.493
1810046K07Rik,0,0,0,0,0,0,0,0
1810049I09Rik,0,0,0,0,0,0,0,0
1810049J17Rik,0,0,0,0,0,0,0,0
1810053B23Rik,0,0,0,0,0,0,0,0
1810055G02Rik,40.159,33.452,25.115,35.948,28.928,24.65,28.009,62.323
1810058I24Rik,100.397,124.371,109.122,116.015,106.068,78.301,84.027,97.224
1810059C17Rik,0,0,0,0,0,0,0,0
1810059H22Rik,1.434,0,1.732,0,3.214,1.45,0.757,0.623
1810062G17Rik,0,0.858,0,1.634,0,1.45,0,0.623
1810062O18Rik,1.434,1.715,0.866,2.451,0,0,3.028,1.246
1810063I02Rik,0,0,0,0,0,0,0,0
1810064F22Rik,0,0,0,0,0,0,0,0
1810065E05Rik,0,0,0,0,0,0,0,0
2010001A14Rik,4.303,6.862,3.464,5.719,0,7.25,2.271,4.363
2010001K21Rik,1.434,2.573,0,0,0,0,4.542,0.623
2010003K11Rik,0,0,0,0,0,0,0,0
2010005H15Rik,0,30.878,9.526,8.987,0,0.725,5.299,0.623
2010007H06Rik,0,0,0,0,0,0,0,0
2010008C14Rik,7.171,6.862,3.464,4.902,3.214,3.625,8.327,15.581
2010009K17Rik,0,0,0,0,0,0.725,0,0
2010010A06Rik,0,0,0,0,0,0,0,0
2010013B24Rik,10.04,12.866,15.589,22.059,9.643,16.675,11.355,11.841
2010015M23Rik,0,2.573,0.866,0.817,3.214,0,0,1.246
2010016I18Rik,14.342,15.439,9.526,4.902,3.214,9.425,15.897,9.348
2010103J01Rik,0,0,0,0,0,0,0,0
2010106C02Rik,0,0,0,0,0,0,0,0
2010106E10Rik,0,0,0,0,0,0,0,0
2010107E04Rik,288.283,282.195,310.044,333.34,260.349,232.729,248.295,210.028
2010107G23Rik,0,0.858,0,0,0,0,0,0
2010109A12Rik,0,1.715,0,0,0,1.45,0.757,1.246
2010109I03Rik,1.434,4.289,2.598,3.268,0,0,6.813,0
2010109P13Rik,0,0,0,0,0,0,0,0
2010110E17Rik,15.777,42.887,18.187,23.693,3.214,5.8,3.785,0
2010110G14Rik,0,0,0,0,0,0,0,0
2010110K18Rik,1.434,1.715,1.732,0.817,12.857,6.525,1.514,3.116
2010111I01Rik,299.757,344.809,245.957,274.515,192.851,247.23,359.573,193.201
2010204K13Rik,1.434,0.858,0,0.817,0,2.175,0.757,1.246
2010300C02Rik,2.868,0,0,1.634,0,0,0,1.87
2010300F17Rik,0,0,0,0,0,0,0,0.623
2010308F09Rik,0,0,0,0,0,0,0,0
2010309G21Rik,0,0,0,0,0,0,0,0
2010310C07Rik,8.605,17.155,3.464,4.902,6.428,4.35,3.785,3.116
2010315B03Rik,129.082,91.778,148.96,124.185,131.782,112.377,112.792,100.963
2010320M18Rik,2.868,6.862,5.196,10.621,3.214,2.9,6.056,7.479
2010320O07Rik,0,0,0,0,0,0,0,0
2200002A13Rik,0,0,0,0,0,0,0,0
2200002D01Rik,0,0,0,0,0,0.725,0,0
2200002J24Rik,1.434,0,0,0,0,0.725,0,0
2200007N16Rik,0,0,0,0,0,0,0,0
2210008F06Rik,0,1.715,0,0,0,0,0,0
2210010C04Rik,0,0,0,0,0,0,0,0
2210011C24Rik,0,0,0.866,0.817,0,0.725,0,0
2210011K15Rik,0,0,0,0,0,0,0,0
2210013O21Rik,64.541,66.046,61.489,50.655,96.426,52.201,68.13,59.83
2210016F16Rik,127.648,115.794,175.807,178.108,163.924,143.553,118.091,105.326
2210016L21Rik,38.725,26.59,30.312,35.131,41.784,33.351,24.224,45.496
2210017I01Rik,0,0,0,0,0,0,0,0
2210406H18Rik,90.357,255.605,194.86,163.402,89.997,73.226,83.27,29.915
2210406O10Rik,0,0,0,0,3.214,0,0,0.623
2210407C18Rik,0,0,0,0,0,0,0,0
2210408F21Rik,7.171,14.581,12.125,12.255,6.428,10.15,13.626,8.725
2210408I21Rik,22.948,19.728,17.321,12.255,22.499,14.5,24.981,28.669
2210409E12Rik,0,0,0,0,0,0,0,0
2210411M09Rik,0,0,0,0,0,0,0,0
2210412B16Rik,1.434,5.146,6.928,7.353,0,0.725,4.542,1.87
2210414B05Rik,4.303,1.715,6.928,8.17,25.714,13.775,3.785,0
2210417A02Rik,4.303,0.858,0.866,2.451,0,2.175,0,1.246
2210418O10Rik,0,0,0,0,0,0,0,0
2210420H20Rik,0,0,0,0,0,0,0,0
2300002M23Rik,0,0,0,0,0,0,0,0
2300003K06Rik,0,0,0,0,0,0,0,0
2300009A05Rik,22.948,23.159,18.187,22.059,16.071,10.875,18.168,14.957
2310001H17Rik,54.501,98.639,103.059,94.773,64.284,50.751,51.476,29.915
2310001K20Rik,0,0,0,0,0,0,0,0
2310001K24Rik,0,0,0,0,0,0,0,0
2310002F09Rik,0,0,0,0,0,0,0,0
2310002L09Rik,0,0,0,0,0,0,0,0
2310003L06Rik,0,0,0,0,0,0,0,0
2310005A03Rik,0,0,0,0,0,0,0,0
2310005E17Rik,0,0,0,0,0,0,0,0
2310007B03Rik,0,0,0,0,0,0,0,0
2310008N11Rik,0,0,0,0,0,0.725,0,0
2310009A05Rik,14.342,12.866,25.981,28.595,12.857,13.775,15.897,16.204
2310009B15Rik,7.171,4.289,5.196,12.255,3.214,6.525,6.056,7.479
2310010J17Rik,25.816,22.301,23.383,11.438,12.857,12.325,8.327,8.725
2310011J03Rik,54.501,49.749,60.623,64.544,41.784,53.651,52.233,61.076
2310014F06Rik,0,0,0,0,0,0,0.757,3.116
2310015A10Rik,48.764,35.167,36.374,21.242,12.857,16.675,28.766,41.756
2310015D24Rik,0,0,0,0,0,0,0,0
2310015K22Rik,0,0,0,0,0,0,0,0
2310016D03Rik,0,0,0,0,0,0,0,0
2310016D23Rik,0,0.858,0,0,0,0,0,0
2310016G11Rik,0,0,0,0,0,0,0,0
2310020H05Rik,0,0,0,0,0,0,0,0
2310022A10Rik,107.568,139.811,265.009,294.94,106.068,112.377,94.624,62.323
2310022B05Rik,58.804,38.598,37.24,41.667,22.499,39.151,69.644,87.252
2310026I22Rik,0,0,0,0,0,0,0,0
2310026L22Rik,1.434,0.858,0.866,1.634,0,1.45,0,0
2310030A07Rik,0,0.858,0.866,0,0,0.725,0,0
2310030G06Rik,0,0,0,0.817,0,0,0.757,1.246
2310031A07Rik,80.318,36.883,251.153,215.691,160.709,148.628,64.345,2.493
2310033P09Rik,21.514,24.017,24.249,40.033,19.285,22.475,17.411,24.929
2310034C09Rik,0,0,0,0,0,0,0,0
2310034G01Rik,0,0.858,0,0,3.214,0,0.757,1.87
2310034O05Rik,0,0,0,0,0,0,0,0
2310035C23Rik,504.853,551.523,484.119,465.695,527.127,511.859,686.595,446.855
2310039H08Rik,15.777,8.577,5.196,13.889,6.428,2.9,3.028,10.595
2310039L15Rik,0,0,0,0,0,0,0,0
2310040G07Rik,0,0,0,0,0,0,0,0.623
2310040G24Rik,14.342,5.146,14.723,17.157,22.499,15.225,13.626,4.986
2310043L19Rik,0,2.573,1.732,1.634,0,1.45,0,0
2310043M15Rik,1.434,0,1.732,0,0,0,2.271,0
2310043O21Rik,1.434,0,0,0,0,0,0,0
2310043P16Rik,25.816,18.012,11.259,17.157,28.928,23.925,14.383,11.841
2310044K18Rik,1.434,1.715,0.866,0.817,0,0.725,0,0.623
2310046K23Rik,0,0,0,0,0,0,0,0
2310047D07Rik,0,0,0,0,0,0,2.271,1.246
2310050C09Rik,0,0,0,0,0,0,0,0
2310057J18Rik,0,0,0,0,0,0,0,0
2310057M21Rik,20.079,33.452,23.383,25.327,28.928,36.251,32.551,41.756
2310057N15Rik,0,0,0,0,0,0,0,0
2310058D17Rik,8.605,4.289,0.866,5.719,0,5.075,11.355,4.363
2310061I04Rik,28.685,25.732,18.187,22.876,25.714,22.475,22.71,33.654
2310061N02Rik,0,0,0,0,0,0,0,0
2310065F04Rik,0,0,0,0,0,0,0,0
2310068J16Rik,0,0.858,0.866,0,0,0,0,0
2310069B03Rik,0,0,0,0,0,0,0,0
2310069G16Rik,0,0,0,0,0,0,0,0
2310074N15Rik,0,0,0,0.817,0,0,0,0
2310075C17Rik,0,0,0,0,0,0,0,0
2310079G19Rik,0,0,0,0,0,0,0,0
2310081O03Rik,0,0,0,0.817,0,0,0,0
2400006E01Rik,0,0,0,0,0,0,0,0
2410002F23Rik,86.055,84.916,51.097,74.348,67.498,80.476,114.306,108.442
2410003L11Rik,0,1.715,1.732,0.817,3.214,0.725,0,0.623
2410004B18Rik,84.62,91.778,109.122,99.675,57.855,67.426,65.102,55.467
2410004I01Rik,0,0,0,0,0,0,0,0
2410004P03Rik,0,0,0,0.817,0,0,1.514,1.87
2410006H16Rik,153.464,126.945,90.069,136.441,102.854,88.452,90.083,94.731
2410012E07Rik,0,0,0,0,0,0,0,0
2410015M20Rik,77.449,75.481,81.408,124.185,57.855,80.476,58.289,90.991
2410017I17Rik,0,0,0,0,0,0,0,0
2410018L13Rik,0,0,0,0,0,0,0,0
2410021H03Rik,0,0,0,0,0,0,0,0
2410022M11Rik,1.434,1.715,1.732,3.268,6.428,0.725,3.028,3.116
2410024N13Rik,0,0,0,0,0,0,0,0
2410080I02Rik,0,0,0,0,0,0,0,0
2410089E03Rik,232.347,238.45,211.315,154.415,199.28,216.054,195.305,198.81
2410124H12Rik,0,0,0,0,0,0,0,0
2410131K14Rik,44.462,59.184,53.695,74.348,61.07,71.776,55.261,81.02
2410137M14Rik,0,0,0,0,0,0,0,0
2410141K09Rik,0,0,0,0,0,0,0,0
2410152P15Rik,0,0,0,0,0,0,0,0
2500002B13Rik,4.303,14.581,18.187,12.255,12.857,14.5,5.299,4.986
2500004C02Rik,8.605,10.293,0.866,4.085,6.428,4.35,4.542,4.986
2510002D24Rik,17.211,6.862,10.393,11.438,22.499,17.4,10.598,12.465
2510009E07Rik,71.712,82.342,49.365,41.667,80.355,52.926,49.205,335.92
2510016D11Rik,10.04,4.289,7.794,4.902,0,3.625,14.383,31.161
2510017J16Rik,1.434,1.715,3.464,1.634,9.643,4.35,0.757,0
2510039O18Rik,113.305,102.07,119.514,105.394,73.926,118.177,98.409,129.632
2510046G10Rik,1.434,1.715,1.732,0.817,3.214,0.725,0.757,4.363
2600006K01Rik,0,0,0,0,3.214,0.725,0,0
2600014E21Rik,0,0,0,0,0,0,0,0
2610001A08Rik,0,0,0,0,0,0,0,0
2610001J05Rik,395.851,434.871,387.988,397.067,421.059,400.207,323.237,375.807
2610002M06Rik,107.568,120.083,137.701,140.526,96.426,116.002,103.708,152.691
2610005L07Rik,0,6.004,4.33,6.536,9.643,7.25,10.598,10.595
2610008E11Rik,43.027,48.891,32.91,40.85,61.07,53.651,61.317,125.892
2610011E03Rik,0,0,0,0,0,0,0,0
2610012C04Rik,0,0,0,0.817,0,0,0,0.623
2610016A17Rik,0,0,0,0,0,0,0,0
2610017A05Rik,0,0,0,0,0,0,0,0.623
2610020C07Rik,1.434,2.573,1.732,0.817,0,2.9,0,2.493
2610020F03Rik,0,0,0,0,0,0,0,0
2610021A01Rik,43.027,36.883,36.374,41.667,48.213,63.076,50.719,70.425
2610024D14Rik,1.434,0,1.732,3.268,6.428,0.725,3.028,0.623
2610027F03Rik,0,0,0,0,0,0,0,0
2610027K06Rik,0,0,0,0.817,0,0,0,1.246
2610028E06Rik,0,0,0,0,0,0,0,0
2610028H24Rik,0,0,0,0,0,0,0,0
2610034O05Rik,0,0,0,0,0,0,0,0
2610035D17Rik,2.868,2.573,0.866,2.451,0,2.175,9.841,7.479
2610035F20Rik,0,0,0,0,0,0,0,0
2610037D02Rik,17.211,17.155,13.857,19.608,9.643,7.25,18.168,11.841
2610042L04Rik,0,0,0,0,0,0,0,0
2610044O15Rik8,32.988,48.033,42.436,28.595,54.641,38.426,44.663,69.802
2610105M22Rik,0,0,0,0,0,0,0,0
2610203C20Rik,15.777,18.012,1.732,15.523,6.428,4.35,9.841,81.02
2610203C22Rik,1.434,0.858,2.598,1.634,9.643,6.525,3.785,16.827
2610204G07Rik,0,0,0,0,0,0,0,0
2610206C17Rik,0,0,0,0,0,0,0,0
2610300A13Rik,0,0,0,0,0,0,0,0
2610300M13Rik,0,0,0,0,0,0,0,0
2610301B20Rik,47.33,48.033,32.044,30.229,44.999,45.676,48.448,59.83
2610303G11Rik,0,0,0,0,0,0,0,0
2610306M01Rik,5.737,2.573,4.33,1.634,0,5.075,3.785,6.232
2610306O10Rik,5.737,6.004,10.393,4.902,12.857,13.05,1.514,5.609
2610307P16Rik,0,0,0,0,0,0,0.757,1.246
2610316D01Rik,0,0,0,0,0,0,0,0
2610318N02Rik,2.868,2.573,2.598,3.268,9.643,5.075,0.757,10.595
2610507B11Rik,1966.346,1602.247,1598.717,1481.238,2108.508,2204.041,1946.994,2820.11
2610507I01Rik,20.079,11.151,0.866,0.817,6.428,7.975,20.439,23.683
2610509F24Rik,0,0,0.866,1.634,0,0,0,0
2610524H06Rik,27.251,32.594,24.249,25.327,22.499,26.825,21.196,29.292
2610528A11Rik,2.868,0.858,0.866,4.902,0,2.175,0,3.739
2610528J11Rik,0,0,0,0,0,0,0,0
2700012I20Rik,0,0.858,0,0.817,0,0,0.757,1.246
2700016F22Rik,1.434,0.858,0,0,0,0,0.757,0
2700029L08Rik,0,3.431,5.196,1.634,0,4.35,3.785,1.87
2700033N17Rik,0,0,0,0,0,0,0,1.246
2700038G22Rik,7.171,13.724,5.196,8.17,9.643,7.975,4.542,10.595
2700046A07Rik,0,0,0,0,0,0,0,0
2700046G09Rik,0,0,0.866,0.817,0,0.725,0.757,1.87
2700049A03Rik,64.541,69.476,61.489,58.008,86.783,92.802,56.775,81.643
2700060E02Rik,509.156,429.725,455.539,406.054,433.915,334.956,530.654,381.416
2700062C07Rik,35.856,24.017,19.053,26.961,22.499,29.001,33.308,29.292
2700068H02Rik,0,0,0,0,0,0,0,0
2700069I18Rik,0,0.858,0,0,3.214,0,0.757,1.246
2700078F05Rik,0,0,0,0,0,0,0.757,0
2700080J24Rik,0,0,0,0,0,0,0,0
2700081O15Rik,12.908,12.008,3.464,8.17,12.857,7.975,12.112,97.847
2700089I24Rik,0,0,0,0,0,0,0,0
2700097O09Rik,20.079,33.452,15.589,26.144,32.142,26.825,40.121,46.119
2700099C18Rik,37.29,37.74,25.115,26.961,106.068,73.951,31.794,28.045
2810001G20Rik,1.434,17.155,3.464,5.719,0,2.175,0.757,6.856
2810002D19Rik,11.474,15.439,13.857,31.863,9.643,18.85,8.327,29.915
2810004N23Rik,86.055,90.062,85.738,71.08,83.569,103.677,85.541,97.224
2810006K23Rik,24.382,18.012,30.312,17.974,41.784,36.976,23.467,38.017
2810013P06Rik,50.198,58.326,33.776,38.399,32.142,28.276,50.719,59.83
2810021J22Rik,17.211,34.309,26.847,40.033,25.714,33.351,22.71,21.19
2810025M15Rik,14.342,6.862,6.928,5.719,6.428,11.6,12.112,47.365
2810029C07Rik,5.737,2.573,2.598,3.268,3.214,7.25,4.542,0.623
2810030D12Rik,0,1.715,0.866,0,0,0.725,0,0
2810032G03Rik,0,0,0,0,0,0,0,0
2810039B14Rik,0,2.573,0,0,0,0.725,1.514,0
2810047C21Rik1,0,0,0,0,0,0,0,0
2810049E08Rik,0,0,0,0,0,0,0,0.623
2810402E24Rik,28.685,24.017,14.723,21.242,41.784,18.125,21.953,30.538
2810403A07Rik,741.503,907.483,981.228,1051.491,546.412,647.437,585.158,335.92
2810403D21Rik,18.645,27.447,8.66,12.255,19.285,11.6,19.682,11.218
2810404F17Rik,0,0,0,0,0,0,0,0
2810404M03Rik,0,0,0,0,0,0,0,0
2810405F15Rik,0,0,0,0,0,0,0,0
2810405F17Rik,0,2.573,0.866,2.451,0,0.725,0,0
2810407A14Rik,0,0,0,1.634,0,0,1.514,0.623
2810408A11Rik,0,0.858,0.866,0,0,2.9,0,1.87
2810408I11Rik,14.342,9.435,13.857,22.876,9.643,6.525,6.056,5.609
2810410L24Rik,0,0,0.866,0,0,0,0,0.623
2810414N06Rik,5.737,6.004,7.794,4.085,6.428,7.975,6.056,3.739
2810425M01Rik,0,0,0,0,0,0,0,0
2810428I15Rik,10.04,7.72,9.526,11.438,0,4.35,12.112,11.841
2810428J06Rik,4.303,12.866,1.732,11.438,0,6.525,8.327,7.479
2810429I04Rik,1.434,1.715,4.33,1.634,9.643,5.8,4.542,5.609
2810430I11Rik,0,0,0.866,0,0,0,0,1.246
2810432F15Rik,0,0,0,0,0,0,0,0
2810433D01Rik,0,0,0,0,0,0,0,1.87
2810442N19Rik,0,0,0,0.817,0,0,0,0
2810454H06Rik,1.434,0.858,0,0,0,0.725,0,1.87
2810455O05Rik,0,0.858,2.598,0,3.214,2.175,3.785,3.739
2810459M11Rik,0,0,0,0,0,0,0,0.623
2810468N07Rik,0,0,0,0,0,0,0,0.623
2810471M01Rik,0,0,0,0,0,0,0,0
2810474O19Rik,1642.207,2929.162,3884.208,3042.544,2230.647,1895.185,1784.996,610.141
2900002M20Rik,0,0,0,0,0,0,0,0
2900005J15Rik,18.645,9.435,8.66,4.902,0,7.25,6.813,13.088
2900009J06Rik,0,0,0,0,0,0,0,0.623
2900011O08Rik,0,0,0,0,0,0,0,0.623
2900018N21Rik,0,0,0.866,0,3.214,0,0.757,1.87
2900022M07Rik,0,0,0,0,0,0,0,0
2900026A02Rik,73.146,84.058,95.265,93.956,395.345,324.081,60.56,181.36
2900027M19Rik,0,0,0,0,0,0,0,0
2900035J10Rik,0,0,0,0,0,0,0,0
2900037B21Rik,0,0,0,0,0,0,0,0
2900041M22Rik,0,0,0,0.817,0,0,0,0.623
2900042K21Rik,0,0,0,0,0,0,0.757,0
2900052L18Rik,0,0,0,0,0,0.725,0,0.623
2900052N01Rik,0,0,0,0,0,0,0,0
2900055J20Rik,0,0,0,0,0,0,0,0
2900060B14Rik,0,0.858,0,0,0,0,0,1.246
2900064F13Rik,0,0,0,0,0,0,2.271,0
2900064K03Rik,0,0,0,0,0,0,0,0
2900069G24Rik,0,0,0,0,0,0,0,0
2900072N19Rik,0,0,0,0,0,0,0,0
2900076A07Rik,2.868,12.008,8.66,11.438,6.428,8.7,17.411,15.581
2900076G11Rik,0,0.858,0,0,0,0.725,0.757,0
2900079G21Rik,0,0,0,0,0,0,0,0
2900089D17Rik,7.171,8.577,9.526,8.17,6.428,0.725,4.542,8.725
2900092C05Rik,0,0,0,0,0,0,0,0
2900092N22Rik,0,0,0,0,0,0,0.757,0
2900092O11Rik,0,0,0,0,0,0,0,0
2900093K20Rik,4.303,1.715,0,2.451,0,0,0.757,0
2900097C17Rik,499.116,403.135,437.352,455.074,494.985,508.959,495.832,420.056
3000002C10Rik,4.303,0,0.866,0.817,0,0.725,1.514,8.725
3010001F23Rik,0,0,0,0,0,0.725,0,0
3010003L21Rik,2.868,0.858,0.866,0.817,0,0,0,0.623
3100002H09Rik,0,0,0,0,0,0,0,0
3100003L05Rik,0,0,0,0,0,0,0,0
3110001I22Rik,67.409,95.208,77.944,87.42,44.999,50.751,70.401,30.538
3110002H16Rik,239.518,299.349,351.614,357.033,189.637,202.279,224.828,146.459
3110004A20Rik,0,0,0,0,0,0,0,0
3110009E18Rik,2.868,3.431,10.393,11.438,0,5.075,4.542,13.711
3110009M11Rik,0,0,0,0,0,0,0,0
3110018I06Rik,0,0,0,0,0,0,0,0
3110021N24Rik,1.434,0,1.732,0.817,0,0.725,2.271,0
3110031N09Rik,0,0,0,0,0,0,0,0
3110035E14Rik,1.434,0,0,0,0,0,0,0
3110039M20Rik,1.434,0.858,2.598,0,0,0.725,0,4.363
3110040N11Rik,27.251,25.732,23.383,24.51,19.285,26.825,19.682,18.697
3110043O21Rik,553.617,904.052,911.944,839.069,694.265,437.183,531.411,320.963
3110045C21Rik,0,0,0.866,0.817,0,0.725,1.514,0.623
3110053B16Rik,0,0.858,1.732,0.817,0,0,5.299,3.739
3110056K07Rik,27.251,27.447,27.713,37.582,19.285,18.85,31.037,18.697
3110062G12Rik,0,0.858,0,0.817,0,2.175,0.757,0.623
3110062M04Rik,12.908,13.724,7.794,8.987,6.428,13.775,6.813,21.813
3110067C02Rik,0,0,0,0,0,0,0,0.623
3110070M22Rik,2.868,2.573,0.866,0,0,1.45,0,0.623
3110079O15Rik,0,0,0,0,0,0,0,0
